alert_id,customer_id,amount,account_age_days,prior_orders,prior_disputes,delivery_status,delivery_proof,device_fingerprint,address_hash,days_since_purchase,complaint_category,complaint_text,persona,ring_archetype,text_contradiction,would_win_if_fought
ALT01638,CUST00964,1776.23,660,39,1,delivered,signed,dev_c4134dc2,addr_1d3ca5a4,37,duplicate_charge,"Charged twice for the same order, please reverse one debit. Kindly help.",honest,,False,0
ALT01639,CUST00005,1798.53,273,17,0,in_transit,none,dev_97cb4585,addr_7d3e5830,40,item_not_received,I have not received this package even after 40 days.,honest,,False,0
ALT01640,CUST01421,2095.4,1452,19,0,delivered,none,dev_efcac577,addr_2401342a,24,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me.,honest,,False,1
ALT01641,CUST01359,3319.35,518,33,0,delivered,signed,dev_6f144dc6,addr_7aa03208,17,item_not_received,I have not received this package even after 17 days. Kindly help.,honest,,False,1
ALT01642,CUST00538,1586.3,386,6,3,delivered,signed,dev_b26c8876,addr_dd2fb568,17,unauthorised,"This charge is not mine, my card was used without permission. This keeps happening.",opportunist,,False,1
ALT01643,CUST00689,931.97,533,29,1,delivered,signed,dev_a770c217,addr_1edfc59e,42,item_not_received,I have not received this package even after 42 days.,honest,,False,1
ALT01644,CUST00805,1156.31,847,32,0,delivered,none,dev_013ca998,addr_6fa5d3b0,14,not_as_described,Item is not what the listing showed. Quality is poor.,honest,,False,1
ALT01645,CUST01762,7071.77,865,48,1,delivered,signed,dev_141283fb,addr_9d1911a5,36,not_as_described,Product does not match the description on your site. Kindly help.,honest,,False,1
ALT01646,CUST01192,839.01,810,23,1,in_transit,none,dev_567c5d44,addr_fed747be,32,unauthorised,"This charge is not mine, my card was used without permission.",honest,,False,0
ALT01647,CUST01027,1599.6,249,19,1,delivered,signed,dev_62a876d7,addr_496ec0c9,34,item_not_received,Nothing was delivered to my address. Please refund the amount. Kindly help.,honest,,False,1
ALT01648,CUST00240,2928.53,534,30,1,in_transit,otp,dev_b1cbc263,addr_89310697,27,item_not_received,Nothing was delivered to my address. Please refund the amount. Kindly help.,honest,,False,0
ALT01649,CUST01341,432.51,1083,38,1,in_transit,none,dev_87a20e22,addr_cd638ba8,29,not_as_described,"Received the wrong variant, this is not what I ordered.",honest,,False,0
ALT01650,CUST00952,1943.82,743,30,0,delivered,signed,dev_4ccc9bc2,addr_12922f83,29,not_as_described,"Received the wrong variant, this is not what I ordered. Kindly help.",honest,,False,1
ALT01651,CUST01009,2699.86,894,20,0,delivered,otp,dev_59afb1d1,addr_ac249f30,45,unauthorised,I did not authorise this transaction on my card. Kindly help.,honest,,False,1
ALT01652,CUST00715,894.65,211,9,2,in_transit,none,dev_4d20d6cf,addr_2f4187bc,3,not_as_described,"Received the wrong variant, this is not what I ordered. I raised this before and got no response.",opportunist,,False,0
ALT01653,CUST00763,656.93,1137,46,0,in_transit,none,dev_93c09687,addr_7b814ce1,8,not_as_described,Item is not what the listing showed. Quality is poor.,honest,,False,0
ALT01654,CUST01246,4290.5,60,2,0,in_transit,none,dev_a81d0ecf,addr_e7e399b8,5,item_not_received,Nothing was delivered to my address. Please refund the amount.,ring,household,False,1
ALT01655,CUST01552,444.57,478,39,1,delivered,otp,dev_b118cad6,addr_df377ff8,30,duplicate_charge,Duplicate debit of the same amount on the same day.,honest,,False,0
ALT01656,CUST01001,1580.14,435,39,0,delivered,otp,dev_a5cb63a2,addr_e88da719,34,item_not_received,I have not received this package even after 34 days. Kindly help.,honest,,False,1
ALT01657,CUST00319,805.95,1028,36,0,delivered,otp,dev_f2a24da4,addr_ed850a6d,16,not_as_described,"Received the wrong variant, this is not what I ordered.",honest,,False,1
ALT01658,CUST01386,306.84,337,18,1,delivered,none,dev_994f7c31,addr_2be4be9c,32,unauthorised,"Unknown charge from your store, I never placed any order.",honest,,False,0
ALT01659,CUST01440,1766.46,116,3,2,delivered,signed,dev_dc3c423a,addr_7b6fb65b,30,not_as_described,"Received the wrong variant, this is not what I ordered.",opportunist,,False,1
ALT01660,CUST00437,3326.77,1082,33,1,delivered,signed,dev_1a7167c7,addr_16f142a2,13,item_not_received,I have not received this package even after 13 days.,honest,,False,1
ALT01661,CUST00096,3021.24,1173,22,1,delivered,none,dev_052dfb9a,addr_4d950273,32,item_not_received,I have not received this package even after 32 days.,honest,,False,0
ALT01662,CUST01742,1742.28,1112,29,1,delivered,signed,dev_99afee64,addr_2fb50401,37,not_as_described,"Received the wrong variant, this is not what I ordered.",honest,,False,1
ALT01663,CUST01422,4529.58,1396,29,0,delivered,none,dev_e31f2212,addr_1ecf8aec,43,item_not_received,I have not received this package even after 43 days. The colour is nothing like the photos.,honest,,True,0
ALT01664,CUST01585,2112.14,400,29,0,delivered,otp,dev_ecf678c0,addr_7d57a51f,10,not_as_described,Item is not what the listing showed. Quality is poor. Kindly help.,honest,,False,1
ALT01665,CUST00356,9400.23,906,32,0,lost,none,dev_aac93316,addr_0ba078e8,43,item_not_received,Nothing was delivered to my address. Please refund the amount.,honest,,False,0
ALT01666,CUST01449,4957.87,968,40,1,in_transit,none,dev_73d0b6c7,addr_f5b70dd9,33,item_not_received,I have not received this package even after 33 days. Kindly help.,honest,,False,0
ALT01667,CUST00212,1617.23,919,8,0,delivered,signed,dev_3f63a065,addr_a5e8c198,13,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me.,honest,,False,1
ALT01668,CUST01283,8336.97,1271,33,1,in_transit,otp,dev_b11184e7,addr_98a547b2,11,duplicate_charge,"Charged twice for the same order, please reverse one debit.",honest,,False,1
ALT01669,CUST00169,1749.54,1053,48,0,lost,none,dev_7951d52b,addr_6b8da340,42,not_as_described,"Received the wrong variant, this is not what I ordered. Kindly help.",honest,,False,0
ALT01670,CUST01771,11142.44,1180,30,1,delivered,none,dev_afa415e5,addr_e8e22743,29,unauthorised,"This charge is not mine, my card was used without permission.",honest,,False,0
ALT01671,CUST01433,8796.11,486,39,1,delivered,signed,dev_f50d7a37,addr_862138ad,18,unauthorised,I did not authorise this transaction on my card. Kindly help.,honest,,False,1
ALT01672,CUST00199,2839.21,159,15,2,in_transit,none,dev_4a12c64f,addr_fa98f602,43,not_as_described,Item is not what the listing showed. Quality is poor.,opportunist,,False,0
ALT01673,CUST00782,608.41,298,15,1,lost,none,dev_63ba6c3d,addr_d9815a41,2,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me.,honest,,False,0
ALT01674,CUST01131,2655.16,1342,48,1,in_transit,none,dev_48bddb3e,addr_df8f4197,7,not_as_described,"Received the wrong variant, this is not what I ordered. Kindly help.",honest,,False,0
ALT01675,CUST00878,868.96,584,3,3,delivered,otp,dev_46281fb8,addr_198493ce,18,not_as_described,"Received the wrong variant, this is not what I ordered. I raised this before and got no response.",opportunist,,False,1
ALT01676,CUST01373,1317.26,565,17,0,delivered,signed,dev_19e79a3d,addr_23226464,43,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me.,honest,,False,1
ALT01677,CUST00546,1396.53,1396,35,0,lost,none,dev_82010c62,addr_d9f195d0,8,duplicate_charge,Two payments went out for a single purchase.,honest,,False,0
ALT01678,CUST01109,863.39,213,31,0,delivered,signed,dev_e09016b6,addr_f374190d,33,item_not_received,I have not received this package even after 33 days.,honest,,False,1
ALT01679,CUST00988,2663.67,519,5,1,delivered,otp,dev_4ba99d78,addr_e55ec749,43,duplicate_charge,Two payments went out for a single purchase.,honest,,False,0
ALT01680,CUST01113,1199.63,43,3,1,delivered,otp,dev_f2602a26,addr_8af41753,39,item_not_received,I have not received this package even after 39 days. Reverse this now.,ring,tight,False,1
ALT01681,CUST00988,1815.39,519,5,1,delivered,signed,dev_4ba99d78,addr_e55ec749,7,not_as_described,Item is not what the listing showed. Quality is poor.,honest,,False,1
ALT01682,CUST00577,1405.95,1042,8,1,delivered,otp,dev_ddb7570e,addr_3fead90a,4,not_as_described,Item is not what the listing showed. Quality is poor. Kindly help.,honest,,False,1
ALT01683,CUST00798,3331.89,329,15,1,in_transit,none,dev_46a56fe8,addr_4cbc9044,15,item_not_received,I have not received this package even after 15 days.,honest,,False,0
ALT01684,CUST01340,3125.4,556,6,1,delivered,signed,dev_dac726b6,addr_8cd4b90a,30,not_as_described,Item is not what the listing showed. Quality is poor. Kindly help.,honest,,False,1
ALT01685,CUST01255,1699.96,1392,42,1,delivered,signed,dev_13325c31,addr_ff45f8a2,44,unauthorised,"This charge is not mine, my card was used without permission.",honest,,False,1
ALT01686,CUST01630,3479.33,1104,10,0,in_transit,none,dev_8c1e9464,addr_d343bf88,37,item_not_received,Nothing was delivered to my address. Please refund the amount.,honest,,False,0
ALT01687,CUST00469,6276.91,1406,7,1,delivered,signed,dev_05f4949b,addr_6fe05fa2,8,not_as_described,Product does not match the description on your site.,honest,,False,1
ALT01688,CUST00252,1771.87,534,5,1,delivered,otp,dev_b7f330ad,addr_56ca0fb3,37,item_not_received,"I have not received this package even after 37 days. The size is wrong, I want to send it back.",opportunist,,True,1
ALT01689,CUST00946,1203.07,590,50,0,delivered,signed,dev_e991e6d5,addr_4caa568b,16,item_not_received,"Nothing was delivered to my address. Please refund the amount. The size is wrong, I want to send it back. Kindly help.",honest,,True,1
ALT01690,CUST00283,1586.94,285,7,3,in_transit,none,dev_7f71eef6,addr_6e43b319,11,item_not_received,Nothing was delivered to my address. Please refund the amount. This keeps happening.,opportunist,,False,0
ALT01691,CUST01549,1767.91,538,33,1,delivered,otp,dev_63e73896,addr_9b72a9fe,18,not_as_described,Item is not what the listing showed. Quality is poor. Kindly help.,honest,,False,1
ALT01692,CUST00474,996.22,457,12,4,delivered,none,dev_4295f5c9,addr_3cfc7050,33,not_as_described,Product does not match the description on your site. This keeps happening.,opportunist,,False,0
ALT01693,CUST01308,1251.86,587,17,4,delivered,signed,dev_0c6d5a71,addr_de2e7abc,21,not_as_described,"Received the wrong variant, this is not what I ordered. I raised this before and got no response.",opportunist,,False,0
ALT01694,CUST00519,329.48,48,2,1,delivered,signed,dev_2f39f8c8,addr_59a14829,23,unauthorised,"Unknown charge from your store, I never placed any order.",ring,dropship,False,0
ALT01695,CUST00623,364.09,468,6,1,delivered,otp,dev_592448ee,addr_b0e8b2fa,35,item_not_received,Nothing was delivered to my address. Please refund the amount.,honest,,False,1
ALT01696,CUST00752,213.71,938,5,1,delivered,otp,dev_166ecfe3,addr_7af6cd41,37,unauthorised,"This charge is not mine, my card was used without permission. Kindly help.",honest,,False,0
ALT01697,CUST00929,1444.08,931,10,1,delivered,none,dev_a42d10f5,addr_47263c24,32,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me.,honest,,False,0
ALT01698,CUST00841,1965.5,86,16,1,delivered,none,dev_97e1bc36,addr_f8ef32ee,20,unauthorised,I did not authorise this transaction on my card. It stopped working after two days of use.,opportunist,,True,0
ALT01699,CUST00803,5978.43,878,28,1,delivered,otp,dev_9ace8631,addr_46a47588,41,unauthorised,I did not authorise this transaction on my card.,honest,,False,1
ALT01700,CUST00917,1618.84,960,24,1,delivered,signed,dev_4da273ed,addr_7c659dc9,30,unauthorised,"This charge is not mine, my card was used without permission.",honest,,False,1
ALT01701,CUST01772,1326.82,948,34,0,delivered,none,dev_5d96120d,addr_34680b6e,18,item_not_received,Nothing was delivered to my address. Please refund the amount. Kindly help.,honest,,False,0
ALT01702,CUST01202,859.63,241,49,1,in_transit,otp,dev_96867676,addr_fc5b14bd,30,duplicate_charge,"Charged twice for the same order, please reverse one debit. Kindly help.",honest,,False,0
ALT01703,CUST01561,2248.66,1284,24,1,delivered,signed,dev_7d6c3d2a,addr_be9063fb,12,item_not_received,Nothing was delivered to my address. Please refund the amount. Kindly help.,honest,,False,1
ALT01704,CUST01485,4692.51,927,31,1,delivered,none,dev_71d2e63f,addr_3e3f3da0,17,duplicate_charge,"Charged twice for the same order, please reverse one debit.",honest,,False,1
ALT01705,CUST00618,2316.67,1042,10,0,delivered,none,dev_2488dee3,addr_bfacc63e,38,duplicate_charge,Duplicate debit of the same amount on the same day.,honest,,False,0
ALT01706,CUST01485,1428.92,927,31,1,in_transit,none,dev_71d2e63f,addr_3e3f3da0,35,unauthorised,"This charge is not mine, my card was used without permission. The box was torn when I opened it.",honest,,True,0
ALT01707,CUST01730,1727.05,341,13,3,in_transit,otp,dev_667cf788,addr_fbe5403b,11,not_as_described,"Received the wrong variant, this is not what I ordered. This keeps happening.",opportunist,,False,1
ALT01708,CUST01470,2124.55,1294,29,0,in_transit,none,dev_798b0757,addr_f6419405,27,unauthorised,I did not authorise this transaction on my card.,honest,,False,0
ALT01709,CUST00991,1539.79,448,34,0,in_transit,otp,dev_cd29a36f,addr_986f9025,31,duplicate_charge,Two payments went out for a single purchase.,honest,,False,1
ALT01710,CUST00741,1360.55,1213,35,1,delivered,otp,dev_94c8a69d,addr_a6552e7f,30,not_as_described,Product does not match the description on your site. Kindly help.,honest,,False,1
ALT01711,CUST01618,2922.17,1355,8,0,in_transit,otp,dev_aadf3692,addr_8a9c66f7,10,not_as_described,"Received the wrong variant, this is not what I ordered. Kindly help.",honest,,False,1
ALT01712,CUST01180,1550.35,407,19,1,delivered,otp,dev_30807a5d,addr_aa4d52a8,44,item_not_received,Nothing was delivered to my address. Please refund the amount. The box was torn when I opened it. Kindly help.,honest,,True,0
ALT01713,CUST01039,845.09,339,3,4,delivered,otp,dev_3506e337,addr_a83f18e2,23,not_as_described,"Received the wrong variant, this is not what I ordered. I raised this before and got no response.",opportunist,,False,1
ALT01714,CUST01481,1401.03,623,16,0,delivered,otp,dev_b25c5b50,addr_866b329a,42,duplicate_charge,"Charged twice for the same order, please reverse one debit.",honest,,False,1
ALT01715,CUST01063,2994.96,1377,23,1,delivered,signed,dev_6553867d,addr_f93e08d5,3,not_as_described,"Received the wrong variant, this is not what I ordered.",honest,,False,1
ALT01716,CUST00899,3954.79,1397,29,1,delivered,otp,dev_3bdbc09e,addr_8fb864e4,14,unauthorised,I did not authorise this transaction on my card.,honest,,False,0
ALT01717,CUST00456,10628.75,426,15,0,delivered,otp,dev_c35ea18a,addr_af8d888d,29,duplicate_charge,Duplicate debit of the same amount on the same day.,honest,,False,1
ALT01718,CUST00112,2400.32,1050,16,0,lost,none,dev_f8b38a8b,addr_0a054950,23,unauthorised,I did not authorise this transaction on my card.,honest,,False,0
ALT01719,CUST01353,6644.14,89,3,0,in_transit,none,dev_a4e60afd,addr_df0ff647,42,unauthorised,I did not authorise this transaction on my card.,ring,dropship,False,0
ALT01720,CUST00474,1871.52,457,12,4,delivered,none,dev_4295f5c9,addr_3cfc7050,10,item_not_received,I have not received this package even after 10 days. I raised this before and got no response.,opportunist,,False,0
ALT01721,CUST00776,2091.09,748,14,1,delivered,signed,dev_a247541d,addr_bd5a0c9e,2,unauthorised,"Unknown charge from your store, I never placed any order.",honest,,False,1
ALT01722,CUST01449,2000.61,968,40,1,delivered,none,dev_73d0b6c7,addr_f5b70dd9,23,not_as_described,Item is not what the listing showed. Quality is poor.,honest,,False,0
ALT01723,CUST00896,2650.51,1100,9,1,delivered,signed,dev_3c07c574,addr_55fa1ab8,39,unauthorised,"Unknown charge from your store, I never placed any order.",honest,,False,1
ALT01724,CUST00496,4622.92,1426,40,0,delivered,otp,dev_27afbff9,addr_5dfb1922,25,item_not_received,I have not received this package even after 25 days. Kindly help.,honest,,False,0
ALT01725,CUST01695,1499.36,1216,6,1,delivered,signed,dev_aee70ab2,addr_2c3d17e2,22,not_as_described,Item is not what the listing showed. Quality is poor.,honest,,False,0
ALT01726,CUST01185,1680.69,159,4,2,delivered,otp,dev_300a491a,addr_591c228f,1,not_as_described,Item is not what the listing showed. Quality is poor. This keeps happening.,opportunist,,False,0
ALT01727,CUST01642,974.3,807,32,1,delivered,signed,dev_af4637b3,addr_eea77ea8,20,not_as_described,"Received the wrong variant, this is not what I ordered.",honest,,False,0
ALT01728,CUST01639,959.26,969,43,1,delivered,otp,dev_ee9ff73c,addr_6df0ac3c,28,duplicate_charge,Duplicate debit of the same amount on the same day.,honest,,False,1
ALT01729,CUST00056,5128.51,585,40,1,delivered,signed,dev_6acff20f,addr_2023fd4b,9,unauthorised,I did not authorise this transaction on my card.,honest,,False,1
ALT01730,CUST00070,5338.08,143,12,4,lost,none,dev_df0ccde7,addr_e4a07521,21,item_not_received,Nothing was delivered to my address. Please refund the amount. This keeps happening.,opportunist,,False,0
ALT01731,CUST01355,875.62,567,36,0,delivered,otp,dev_07480379,addr_c3c49506,31,not_as_described,Product does not match the description on your site.,honest,,False,1
ALT01732,CUST00415,744.37,1055,38,1,in_transit,none,dev_a78eb37c,addr_bba8a7e5,17,not_as_described,"Received the wrong variant, this is not what I ordered. Kindly help.",honest,,False,0
ALT01733,CUST00741,1099.76,1213,35,1,in_transit,none,dev_94c8a69d,addr_a6552e7f,8,item_not_received,I have not received this package even after 8 days.,honest,,False,0
ALT01734,CUST00235,762.29,60,3,0,delivered,signed,dev_c37637d6,addr_a057c558,35,unauthorised,"This charge is not mine, my card was used without permission.",ring,tight,False,0
ALT01735,CUST00039,1483.01,1451,15,0,delivered,otp,dev_1b388581,addr_387770f0,32,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me.,honest,,False,0
ALT01736,CUST00301,827.58,1332,29,1,delivered,otp,dev_614c721d,addr_12d15585,1,not_as_described,Product does not match the description on your site.,honest,,False,1
ALT01737,CUST00739,870.36,382,42,0,delivered,none,dev_82ab23a0,addr_d8feb8de,18,item_not_received,Nothing was delivered to my address. Please refund the amount. Kindly help.,honest,,False,0
ALT01738,CUST00139,2845.9,624,44,1,delivered,none,dev_69fe99a9,addr_557368cf,9,not_as_described,"Received the wrong variant, this is not what I ordered. Kindly help.",honest,,False,0
ALT01739,CUST01514,543.66,1492,42,1,delivered,signed,dev_07997940,addr_32a4a8a4,44,item_not_received,I have not received this package even after 44 days.,honest,,False,1
ALT01740,CUST00349,2226.97,986,6,0,in_transit,none,dev_d399956c,addr_0b328c23,26,item_not_received,I have not received this package even after 26 days. The colour is nothing like the photos.,honest,,True,0
ALT01741,CUST00027,4451.68,536,6,1,delivered,signed,dev_6ee095d5,addr_54270925,10,duplicate_charge,Two payments went out for a single purchase. This keeps happening.,opportunist,,False,1
ALT01742,CUST01448,4418.72,1441,36,1,delivered,signed,dev_cd4b69a9,addr_0a17991e,17,unauthorised,I did not authorise this transaction on my card.,honest,,False,0
ALT01743,CUST00821,3573.04,426,12,2,delivered,signed,dev_059167e1,addr_663ab809,22,not_as_described,Product does not match the description on your site. This keeps happening.,opportunist,,False,1
ALT01744,CUST00942,4000.45,883,17,1,delivered,signed,dev_40018cbe,addr_d86f4bb4,37,unauthorised,"Unknown charge from your store, I never placed any order.",honest,,False,1
ALT01745,CUST00056,3790.03,585,40,1,delivered,signed,dev_6acff20f,addr_2023fd4b,3,not_as_described,Product does not match the description on your site.,honest,,False,1
ALT01746,CUST01125,854.22,293,46,1,in_transit,otp,dev_a6b07458,addr_a394ed54,23,duplicate_charge,"Charged twice for the same order, please reverse one debit.",honest,,False,1
ALT01747,CUST01443,1755.25,635,34,1,delivered,otp,dev_8f1c5f8c,addr_da317fd7,18,unauthorised,"This charge is not mine, my card was used without permission. Kindly help.",honest,,False,0
ALT01748,CUST00697,3658.61,1025,14,1,delivered,otp,dev_09eda6f5,addr_3cd1ff3f,35,item_not_received,I have not received this package even after 35 days.,honest,,False,1
ALT01749,CUST00158,1440.96,680,11,1,delivered,signed,dev_9e98961d,addr_e66e2c11,29,not_as_described,"Received the wrong variant, this is not what I ordered. Kindly help.",honest,,False,1
ALT01750,CUST00337,1452.67,1333,23,0,lost,none,dev_8cc36f3b,addr_9c6d52d5,30,duplicate_charge,Two payments went out for a single purchase.,honest,,False,0
ALT01751,CUST01425,2683.61,495,13,0,in_transit,none,dev_5fcf3219,addr_997c0dc9,20,duplicate_charge,Two payments went out for a single purchase. Kindly help.,honest,,False,0
ALT01752,CUST01660,9468.9,1407,23,0,delivered,signed,dev_82aa5c46,addr_6593b659,25,not_as_described,"Received the wrong variant, this is not what I ordered. Kindly help.",honest,,False,1
ALT01753,CUST00163,1786.98,421,20,2,delivered,otp,dev_13f8e789,addr_3754a771,12,not_as_described,Product does not match the description on your site. I raised this before and got no response.,opportunist,,False,1
ALT01754,CUST00482,690.17,453,8,0,in_transit,none,dev_72e06bb4,addr_0155aa51,30,not_as_described,Item is not what the listing showed. Quality is poor.,honest,,False,0
ALT01755,CUST00608,11958.34,470,12,4,delivered,signed,dev_f8d592a7,addr_f02a2956,22,not_as_described,Product does not match the description on your site. I raised this before and got no response.,opportunist,,False,1
ALT01756,CUST00337,4791.79,1333,23,0,delivered,none,dev_8cc36f3b,addr_9c6d52d5,8,not_as_described,"Received the wrong variant, this is not what I ordered. Kindly help.",honest,,False,0
ALT01757,CUST01743,2416.05,878,10,0,delivered,none,dev_1be00f8e,addr_fe656dcc,42,duplicate_charge,"Charged twice for the same order, please reverse one debit. Kindly help.",honest,,False,0
ALT01758,CUST01170,3505.04,815,20,1,delivered,otp,dev_6cc721f0,addr_18302082,35,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me.,honest,,False,0
ALT01759,CUST00964,2617.14,660,39,1,in_transit,otp,dev_c4134dc2,addr_1d3ca5a4,27,duplicate_charge,Duplicate debit of the same amount on the same day.,honest,,False,1
ALT01760,CUST01476,4115.92,971,32,0,delivered,signed,dev_ed0d6017,addr_18969587,27,not_as_described,"Received the wrong variant, this is not what I ordered.",honest,,False,1
ALT01761,CUST00978,2822.6,1174,40,0,in_transit,otp,dev_81b61c87,addr_6431cbbe,9,not_as_described,Item is not what the listing showed. Quality is poor.,honest,,False,1
ALT01762,CUST00782,1989.62,298,15,1,delivered,none,dev_63ba6c3d,addr_d9815a41,9,unauthorised,I did not authorise this transaction on my card.,honest,,False,0
ALT01763,CUST00844,2390.76,939,47,1,in_transit,none,dev_19a53942,addr_b2c454a4,39,item_not_received,Nothing was delivered to my address. Please refund the amount.,honest,,False,0
ALT01764,CUST00205,8013.92,297,16,0,delivered,signed,dev_00231f70,addr_5256f928,8,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me.,honest,,False,1
ALT01765,CUST00636,3684.17,1056,15,1,lost,none,dev_e7d3f770,addr_3acdc514,22,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me. Kindly help.,honest,,False,0
ALT01766,CUST00134,1664.65,342,12,2,delivered,signed,dev_9cc41ca3,addr_58d4d949,15,not_as_described,"Received the wrong variant, this is not what I ordered. I raised this before and got no response.",opportunist,,False,1
ALT01767,CUST00335,501.36,978,11,1,delivered,otp,dev_d8f56413,addr_9a8dca03,42,item_not_received,Nothing was delivered to my address. Please refund the amount.,honest,,False,0
ALT01768,CUST01420,3622.46,848,39,1,delivered,otp,dev_2518ec09,addr_4ee45227,23,duplicate_charge,Duplicate debit of the same amount on the same day.,honest,,False,0
ALT01769,CUST01617,2087.92,224,48,0,delivered,signed,dev_19ca9c1b,addr_dca1adcc,20,duplicate_charge,Duplicate debit of the same amount on the same day.,honest,,False,1
ALT01770,CUST00824,3239.12,1234,41,0,delivered,signed,dev_4827c440,addr_89811f35,39,item_not_received,Nothing was delivered to my address. Please refund the amount. Kindly help.,honest,,False,1
ALT01771,CUST00113,2465.32,15,2,0,in_transit,otp,dev_2d5f4dd3,addr_9268b5df,20,not_as_described,"Received the wrong variant, this is not what I ordered.",ring,household,False,1
ALT01772,CUST01770,1920.18,458,3,2,in_transit,none,dev_9dd3c15a,addr_03a1beac,10,item_not_received,I have not received this package even after 10 days. I raised this before and got no response.,opportunist,,False,0
ALT01773,CUST01348,1708.91,353,47,1,lost,none,dev_adedda80,addr_f3ea0184,19,unauthorised,I did not authorise this transaction on my card.,honest,,False,0
ALT01774,CUST01268,3338.01,755,36,1,delivered,signed,dev_eed15809,addr_a7e60e4e,4,unauthorised,"This charge is not mine, my card was used without permission.",honest,,False,1
ALT01775,CUST01169,592.76,1214,28,0,delivered,signed,dev_397bfdd7,addr_72e89652,44,duplicate_charge,Duplicate debit of the same amount on the same day.,honest,,False,1
ALT01776,CUST00567,2039.4,214,50,1,delivered,signed,dev_bfea3d2a,addr_9bf41cc6,38,unauthorised,I did not authorise this transaction on my card. Kindly help.,honest,,False,1
ALT01777,CUST00960,6815.31,454,18,3,delivered,signed,dev_85a0daf6,addr_a6ef8273,16,not_as_described,Item is not what the listing showed. Quality is poor.,opportunist,,False,1
ALT01778,CUST00504,1344.72,1204,25,0,delivered,otp,dev_5c6ebf5a,addr_da92e740,16,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me.,honest,,False,1
ALT01779,CUST00471,5338.08,702,35,1,delivered,signed,dev_2bd7d038,addr_441999b6,19,item_not_received,Order never arrived. Tracking shows delivered but nothing reached me. Kindly help.,honest,,False,1
ALT01780,CUST01167,607.02,1265,39,1,delivered,signed,dev_36b74e27,addr_a2bc491e,11,unauthorised,"This charge is not mine, my card was used without permission. The box was torn when I opened it.",honest,,True,0
ALT01781,CUST00148,200.0,361,32,0,in_transit,otp,dev_8ba435cc,addr_523ae993,4,not_as_described,Item is not what the listing showed. Quality is poor.,honest,,False,1
ALT01782,CUST00668,6125.54,952,44,0,delivered,signed,dev_22319050,addr_27372b52,24,unauthorised,"Unknown charge from your store, I never placed any order.",honest,,False,1
ALT01783,CUST00110,1489.67,306,3,4,in_transit,none,dev_2fe12ed8,addr_87e81b25,18,duplicate_charge,Two payments went out for a single purchase.,opportunist,,False,0
ALT01784,CUST00311,1652.47,94,11,4,in_transit,none,dev_65f69897,addr_b44aad77,44,unauthorised,"Unknown charge from your store, I never placed any order. This keeps happening.",opportunist,,False,0
ALT01785,CUST00320,3131.13,21,3,2,delivered,signed,dev_10bb5ed3,addr_6e896265,21,item_not_received,I have not received this package even after 21 days. Reverse this now.,ring,household,False,1
ALT01786,CUST00154,1884.12,340,43,0,delivered,otp,dev_3c365296,addr_98326856,23,unauthorised,"Unknown charge from your store, I never placed any order. Kindly help.",honest,,False,0
ALT01787,CUST00457,2938.52,950,28,1,in_transit,none,dev_5ef787b8,addr_5df06e8c,17,item_not_received,Nothing was delivered to my address. Please refund the amount. Kindly help.,honest,,False,1
ALT01788,CUST01790,11656.26,1049,6,1,delivered,signed,dev_61cb78c3,addr_174d6b87,21,not_as_described,"Received the wrong variant, this is not what I ordered.",honest,,False,1
ALT01789,CUST00803,832.79,878,28,1,delivered,signed,dev_9ace8631,addr_46a47588,41,duplicate_charge,Two payments went out for a single purchase.,honest,,False,1
ALT01790,CUST00503,1693.31,998,24,0,delivered,otp,dev_48bfb602,addr_a06109db,27,item_not_received,Nothing was delivered to my address. Please refund the amount. Kindly help.,honest,,False,0
ALT01791,CUST01787,1565.58,365,3,2,delivered,signed,dev_dad4c20f,addr_f9d59f7f,28,duplicate_charge,Two payments went out for a single purchase. I raised this before and got no response.,opportunist,,False,1
ALT01792,CUST00149,1650.5,460,7,0,delivered,signed,dev_47d5ac92,addr_772d416d,39,item_not_received,Nothing was delivered to my address. Please refund the amount.,honest,,False,1
ALT01793,CUST01367,1842.23,236,8,2,delivered,otp,dev_2e7e4cef,addr_c95bc917,5,not_as_described,Item is not what the listing showed. Quality is poor. This keeps happening.,opportunist,,False,1
ALT01794,CUST00086,2552.67,882,15,0,in_transit,none,dev_828c37e7,addr_5970a859,7,not_as_described,Item is not what the listing showed. Quality is poor.,honest,,False,0
ALT01795,CUST01567,2573.07,1431,20,1,in_transit,none,dev_3d0d3ffd,addr_2663ed11,4,unauthorised,"This charge is not mine, my card was used without permission. Kindly help.",honest,,False,0
ALT01796,CUST01074,1985.93,565,18,1,delivered,signed,dev_fd81a925,addr_73e9b99b,3,not_as_described,Product does not match the description on your site.,opportunist,,False,1
